Output Area Code,Ward name,Ward Census Code,Local Authority Name,Local Authority Code,Supergroup Code,Supergroup Name,Group Code,Group Name,Subgroup Code,Subgroup Name
E00091538,Huntingdon East,E05002771,Huntingdonshire,E07000011,5,Urbanites,5a,Urban Professionals and Families,5a3,Families in Terraces and Flats 
E00091539,Huntingdon East,E05002771,Huntingdonshire,E07000011,7,Constrained City Dwellers,7a,Challenged Diversity,7a1,Transitional Eastern European Neighbourhoods
E00091540,Huntingdon East,E05002771,Huntingdonshire,E07000011,5,Urbanites,5b,Ageing Urban Living,5b2,Communal Retirement
E00091541,Huntingdon North,E05002772,Huntingdonshire,E07000011,4,Multicultural Metropolitans,4a,Rented Family Living,4a1,Social Renting Young Families
E00091542,Huntingdon North,E05002772,Huntingdonshire,E07000011,4,Multicultural Metropolitans,4a,Rented Family Living,4a1,Social Renting Young Families
E00091543,Huntingdon North,E05002772,Huntingdonshire,E07000011,4,Multicultural Metropolitans,4a,Rented Family Living,4a2,Private Renting New Arrivals
E00091544,Huntingdon North,E05002772,Huntingdonshire,E07000011,4,Multicultural Metropolitans,4a,Rented Family Living,4a1,Social Renting Young Families
E00091545,Huntingdon North,E05002772,Huntingdonshire,E07000011,4,Multicultural Metropolitans,4a,Rented Family Living,4a1,Social Renting Young Families
E00091546,Huntingdon North,E05002772,Huntingdonshire,E07000011,4,Multicultural Metropolitans,4a,Rented Family Living,4a1,Social Renting Young Families
E00091547,Huntingdon North,E05002772,Huntingdonshire,E07000011,7,Constrained City Dwellers,7a,Challenged Diversity,7a1,Transitional Eastern European Neighbourhoods
E00091548,Huntingdon North,E05002772,Huntingdonshire,E07000011,7,Constrained City Dwellers,7a,Challenged Diversity,7a3,Multi-Ethnic Hardship
E00091549,Huntingdon North,E05002772,Huntingdonshire,E07000011,4,Multicultural Metropolitans,4a,Rented Family Living,4a1,Social Renting Young Families
E00091550,Huntingdon North,E05002772,Huntingdonshire,E07000011,4,Multicultural Metropolitans,4a,Rented Family Living,4a1,Social Renting Young Families
E00091551,Huntingdon North,E05002772,Huntingdonshire,E07000011,4,Multicultural Metropolitans,4a,Rented Family Living,4a2,Private Renting New Arrivals
E00091552,Huntingdon North,E05002772,Huntingdonshire,E07000011,4,Multicultural Metropolitans,4a,Rented Family Living,4a1,Social Renting Young Families
E00091553,Huntingdon North,E05002772,Huntingdonshire,E07000011,8,Hard-Pressed Living,8d,Migration and Churn,8d3,Hard-Pressed European Settlers
E00091554,Huntingdon North,E05002772,Huntingdonshire,E07000011,4,Multicultural Metropolitans,4a,Rented Family Living,4a2,Private Renting New Arrivals
E00091556,Huntingdon North,E05002772,Huntingdonshire,E07000011,4,Multicultural Metropolitans,4a,Rented Family Living,4a1,Social Renting Young Families
E00091557,Huntingdon North,E05002772,Huntingdonshire,E07000011,4,Multicultural Metropolitans,4a,Rented Family Living,4a2,Private Renting New Arrivals
E00091558,Huntingdon West,E05008529,Huntingdonshire,E07000011,5,Urbanites,5a,Urban Professionals and Families,5a2,Multi-Ethnic Professionals with Families
E00091559,Huntingdon West,E05008529,Huntingdonshire,E07000011,5,Urbanites,5a,Urban Professionals and Families,5a2,Multi-Ethnic Professionals with Families
E00091560,Huntingdon West,E05008529,Huntingdonshire,E07000011,4,Multicultural Metropolitans,4a,Rented Family Living,4a1,Social Renting Young Families
E00091561,Huntingdon West,E05008529,Huntingdonshire,E07000011,4,Multicultural Metropolitans,4a,Rented Family Living,4a2,Private Renting New Arrivals
E00091562,Huntingdon West,E05008529,Huntingdonshire,E07000011,2,Cosmopolitans,2c,Comfortable Cosmopolitans,2c1,Migrant Families
E00091563,Huntingdon West,E05008529,Huntingdonshire,E07000011,6,Suburbanites,6b,Semi-Detached Suburbia,6b2,White Suburban Communities
E00091564,Huntingdon West,E05008529,Huntingdonshire,E07000011,4,Multicultural Metropolitans,4a,Rented Family Living,4a2,Private Renting New Arrivals
E00091565,Huntingdon West,E05008529,Huntingdonshire,E07000011,5,Urbanites,5a,Urban Professionals and Families,5a3,Families in Terraces and Flats 
E00091567,Huntingdon West,E05008529,Huntingdonshire,E07000011,4,Multicultural Metropolitans,4a,Rented Family Living,4a2,Private Renting New Arrivals
E00091568,Huntingdon West,E05008529,Huntingdonshire,E07000011,6,Suburbanites,6a,Suburban Achievers,6a1,Indian Tech Achievers
E00091571,Huntingdon West,E05008529,Huntingdonshire,E07000011,5,Urbanites,5b,Ageing Urban Living,5b2,Communal Retirement
E00091572,Huntingdon West,E05008529,Huntingdonshire,E07000011,6,Suburbanites,6b,Semi-Detached Suburbia,6b1,Multi-Ethnic Suburbia
E00091573,Huntingdon West,E05008529,Huntingdonshire,E07000011,6,Suburbanites,6a,Suburban Achievers,6a2,Comfortable Suburbia
E00091574,Huntingdon West,E05008529,Huntingdonshire,E07000011,5,Urbanites,5a,Urban Professionals and Families,5a2,Multi-Ethnic Professionals with Families
E00091575,Huntingdon West,E05008529,Huntingdonshire,E07000011,5,Urbanites,5a,Urban Professionals and Families,5a2,Multi-Ethnic Professionals with Families
E00091576,Huntingdon West,E05008529,Huntingdonshire,E07000011,5,Urbanites,5a,Urban Professionals and Families,5a2,Multi-Ethnic Professionals with Families
E00091578,Kimbolton and Staughton,E05008578,Huntingdonshire,E07000011,6,Suburbanites,6a,Suburban Achievers,6a3,Detached Retirement Living
E00091579,Kimbolton and Staughton,E05008578,Huntingdonshire,E07000011,1,Rural Residents,1b,Rural Tenants,1b1,Rural Life
E00091580,Kimbolton and Staughton,E05008578,Huntingdonshire,E07000011,1,Rural Residents,1b,Rural Tenants,1b2,Rural White-Collar Workers
E00091581,Kimbolton and Staughton,E05008578,Huntingdonshire,E07000011,1,Rural Residents,1b,Rural Tenants,1b1,Rural Life
E00091582,Kimbolton and Staughton,E05008578,Huntingdonshire,E07000011,1,Rural Residents,1a,Farming Communities,1a2,Established Farming Communities
E00091583,Kimbolton and Staughton,E05008578,Huntingdonshire,E07000011,1,Rural Residents,1b,Rural Tenants,1b3,Ageing Rural Flat Tenants
E00091584,Kimbolton and Staughton,E05008578,Huntingdonshire,E07000011,5,Urbanites,5b,Ageing Urban Living,5b2,Communal Retirement
E00091585,Kimbolton and Staughton,E05008578,Huntingdonshire,E07000011,1,Rural Residents,1b,Rural Tenants,1b2,Rural White-Collar Workers
E00091586,Kimbolton and Staughton,E05008578,Huntingdonshire,E07000011,6,Suburbanites,6b,Semi-Detached Suburbia,6b2,White Suburban Communities
E00091587,Kimbolton and Staughton,E05008578,Huntingdonshire,E07000011,6,Suburbanites,6b,Semi-Detached Suburbia,6b2,White Suburban Communities
E00091588,Kimbolton and Staughton,E05008578,Huntingdonshire,E07000011,1,Rural Residents,1b,Rural Tenants,1b2,Rural White-Collar Workers
E00091589,Little Paxton,E05008579,Huntingdonshire,E07000011,5,Urbanites,5b,Ageing Urban Living,5b3,Self-Sufficient Retirement
E00091590,Little Paxton,E05008579,Huntingdonshire,E07000011,6,Suburbanites,6b,Semi-Detached Suburbia,6b3,Semi-Detached Ageing
E00091591,Little Paxton,E05008579,Huntingdonshire,E07000011,6,Suburbanites,6b,Semi-Detached Suburbia,6b3,Semi-Detached Ageing
E00091592,Little Paxton,E05008579,Huntingdonshire,E07000011,6,Suburbanites,6b,Semi-Detached Suburbia,6b3,Semi-Detached Ageing
E00091593,Little Paxton,E05008579,Huntingdonshire,E07000011,6,Suburbanites,6b,Semi-Detached Suburbia,6b2,White Suburban Communities
E00091594,Little Paxton,E05008579,Huntingdonshire,E07000011,5,Urbanites,5a,Urban Professionals and Families,5a1,White Professionals
E00091595,Little Paxton,E05008579,Huntingdonshire,E07000011,6,Suburbanites,6a,Suburban Achievers,6a3,Detached Retirement Living
E00091596,Little Paxton,E05008579,Huntingdonshire,E07000011,5,Urbanites,5b,Ageing Urban Living,5b2,Communal Retirement
E00091597,Little Paxton,E05008579,Huntingdonshire,E07000011,8,Hard-Pressed Living,8a,Industrious Communities,8a1,Industrious Transitions
E00091598,Little Paxton,E05008579,Huntingdonshire,E07000011,6,Suburbanites,6b,Semi-Detached Suburbia,6b3,Semi-Detached Ageing
E00091599,Ramsey,E05008531,Huntingdonshire,E07000011,1,Rural Residents,1a,Farming Communities,1a2,Established Farming Communities
E00091600,Ramsey,E05008531,Huntingdonshire,E07000011,1,Rural Residents,1b,Rural Tenants,1b1,Rural Life
E00091601,Ramsey,E05008531,Huntingdonshire,E07000011,1,Rural Residents,1b,Rural Tenants,1b1,Rural Life
E00091602,Ramsey,E05008531,Huntingdonshire,E07000011,5,Urbanites,5b,Ageing Urban Living,5b3,Self-Sufficient Retirement
E00091603,Ramsey,E05008531,Huntingdonshire,E07000011,6,Suburbanites,6a,Suburban Achievers,6a3,Detached Retirement Living
E00091604,Ramsey,E05008531,Huntingdonshire,E07000011,6,Suburbanites,6a,Suburban Achievers,6a2,Comfortable Suburbia
E00091605,Ramsey,E05008531,Huntingdonshire,E07000011,1,Rural Residents,1a,Farming Communities,1a1,Rural Workers and Families
E00091606,Ramsey,E05008531,Huntingdonshire,E07000011,1,Rural Residents,1b,Rural Tenants,1b1,Rural Life
E00091607,Ramsey,E05008531,Huntingdonshire,E07000011,1,Rural Residents,1b,Rural Tenants,1b1,Rural Life
E00091608,Ramsey,E05008531,Huntingdonshire,E07000011,1,Rural Residents,1b,Rural Tenants,1b1,Rural Life
E00091609,Ramsey,E05008531,Huntingdonshire,E07000011,1,Rural Residents,1b,Rural Tenants,1b1,Rural Life
E00091610,Ramsey,E05008531,Huntingdonshire,E07000011,6,Suburbanites,6b,Semi-Detached Suburbia,6b2,White Suburban Communities
E00091611,Ramsey,E05008531,Huntingdonshire,E07000011,5,Urbanites,5a,Urban Professionals and Families,5a1,White Professionals
E00091612,Ramsey,E05008531,Huntingdonshire,E07000011,1,Rural Residents,1b,Rural Tenants,1b1,Rural Life
E00091613,Ramsey,E05008531,Huntingdonshire,E07000011,8,Hard-Pressed Living,8a,Industrious Communities,8a1,Industrious Transitions
E00091614,Ramsey,E05008531,Huntingdonshire,E07000011,1,Rural Residents,1b,Rural Tenants,1b1,Rural Life
E00091615,Ramsey,E05008531,Huntingdonshire,E07000011,5,Urbanites,5b,Ageing Urban Living,5b1,Delayed Retirement
E00091616,Ramsey,E05008531,Huntingdonshire,E07000011,8,Hard-Pressed Living,8a,Industrious Communities,8a2,Industrious Hardship
E00091617,Ramsey,E05008531,Huntingdonshire,E07000011,8,Hard-Pressed Living,8c,Hard-Pressed Ageing Workers,8c2,Ageing Rural Industry Workers
E00091618,Ramsey,E05008531,Huntingdonshire,E07000011,6,Suburbanites,6a,Suburban Achievers,6a3,Detached Retirement Living
E00091619,Ramsey,E05008531,Huntingdonshire,E07000011,8,Hard-Pressed Living,8c,Hard-Pressed Ageing Workers,8c2,Ageing Rural Industry Workers
E00091620,Ramsey,E05008531,Huntingdonshire,E07000011,7,Constrained City Dwellers,7a,Challenged Diversity,7a2,Hampered Aspiration
E00091621,Ramsey,E05008531,Huntingdonshire,E07000011,5,Urbanites,5b,Ageing Urban Living,5b3,Self-Sufficient Retirement
E00091622,Ramsey,E05008531,Huntingdonshire,E07000011,7,Constrained City Dwellers,7a,Challenged Diversity,7a1,Transitional Eastern European Neighbourhoods
E00091623,Ramsey,E05008531,Huntingdonshire,E07000011,5,Urbanites,5a,Urban Professionals and Families,5a3,Families in Terraces and Flats 
E00091624,Ramsey,E05008531,Huntingdonshire,E07000011,8,Hard-Pressed Living,8c,Hard-Pressed Ageing Workers,8c2,Ageing Rural Industry Workers
E00091626,St Ives East,E05008937,Huntingdonshire,E07000011,6,Suburbanites,6b,Semi-Detached Suburbia,6b2,White Suburban Communities
E00091627,St Ives East,E05008937,Huntingdonshire,E07000011,1,Rural Residents,1b,Rural Tenants,1b2,Rural White-Collar Workers
E00091628,St Ives East,E05008937,Huntingdonshire,E07000011,5,Urbanites,5a,Urban Professionals and Families,5a1,White Professionals
E00091629,St Ives East,E05008937,Huntingdonshire,E07000011,6,Suburbanites,6b,Semi-Detached Suburbia,6b1,Multi-Ethnic Suburbia
E00091630,St Ives East,E05008937,Huntingdonshire,E07000011,5,Urbanites,5a,Urban Professionals and Families,5a2,Multi-Ethnic Professionals with Families
E00091631,St Ives East,E05008937,Huntingdonshire,E07000011,8,Hard-Pressed Living,8d,Migration and Churn,8d3,Hard-Pressed European Settlers
E00091632,St Ives East,E05008937,Huntingdonshire,E07000011,5,Urbanites,5a,Urban Professionals and Families,5a3,Families in Terraces and Flats 
E00091633,St Ives East,E05008937,Huntingdonshire,E07000011,4,Multicultural Metropolitans,4a,Rented Family Living,4a2,Private Renting New Arrivals
E00091634,St Ives East,E05008937,Huntingdonshire,E07000011,5,Urbanites,5a,Urban Professionals and Families,5a3,Families in Terraces and Flats 
E00091635,St Ives East,E05008937,Huntingdonshire,E07000011,6,Suburbanites,6a,Suburban Achievers,6a1,Indian Tech Achievers
E00091636,St Ives East,E05008937,Huntingdonshire,E07000011,5,Urbanites,5a,Urban Professionals and Families,5a3,Families in Terraces and Flats 
E00091637,St Ives East,E05008937,Huntingdonshire,E07000011,5,Urbanites,5a,Urban Professionals and Families,5a3,Families in Terraces and Flats 
E00091638,St Ives East,E05008937,Huntingdonshire,E07000011,5,Urbanites,5a,Urban Professionals and Families,5a2,Multi-Ethnic Professionals with Families
E00091639,St Ives East,E05008937,Huntingdonshire,E07000011,5,Urbanites,5b,Ageing Urban Living,5b1,Delayed Retirement
E00091640,St Ives East,E05008937,Huntingdonshire,E07000011,5,Urbanites,5a,Urban Professionals and Families,5a1,White Professionals
E00091641,St Ives East,E05008937,Huntingdonshire,E07000011,5,Urbanites,5b,Ageing Urban Living,5b3,Self-Sufficient Retirement
E00091642,St Ives East,E05008937,Huntingdonshire,E07000011,5,Urbanites,5a,Urban Professionals and Families,5a2,Multi-Ethnic Professionals with Families
E00091643,St Ives East,E05008937,Huntingdonshire,E07000011,5,Urbanites,5a,Urban Professionals and Families,5a1,White Professionals
E00091644,St Ives East,E05008937,Huntingdonshire,E07000011,5,Urbanites,5a,Urban Professionals and Families,5a3,Families in Terraces and Flats 
E00091645,St Ives East,E05008937,Huntingdonshire,E07000011,5,Urbanites,5a,Urban Professionals and Families,5a1,White Professionals
E00091646,St Ives East,E05008937,Huntingdonshire,E07000011,5,Urbanites,5a,Urban Professionals and Families,5a1,White Professionals
E00091647,St Ives East,E05008937,Huntingdonshire,E07000011,5,Urbanites,5a,Urban Professionals and Families,5a2,Multi-Ethnic Professionals with Families
E00091648,St Ives South,E05008580,Huntingdonshire,E07000011,6,Suburbanites,6b,Semi-Detached Suburbia,6b2,White Suburban Communities
E00091649,St Ives South,E05008580,Huntingdonshire,E07000011,6,Suburbanites,6a,Suburban Achievers,6a1,Indian Tech Achievers
E00091650,St Ives South,E05008580,Huntingdonshire,E07000011,5,Urbanites,5b,Ageing Urban Living,5b3,Self-Sufficient Retirement
E00091651,St Ives South,E05008580,Huntingdonshire,E07000011,7,Constrained City Dwellers,7a,Challenged Diversity,7a2,Hampered Aspiration
E00091652,St Ives South,E05008580,Huntingdonshire,E07000011,8,Hard-Pressed Living,8a,Industrious Communities,8a2,Industrious Hardship
E00091653,St Ives South,E05008580,Huntingdonshire,E07000011,5,Urbanites,5b,Ageing Urban Living,5b3,Self-Sufficient Retirement
E00091654,St Ives South,E05008580,Huntingdonshire,E07000011,5,Urbanites,5a,Urban Professionals and Families,5a2,Multi-Ethnic Professionals with Families
E00091655,St Ives South,E05008580,Huntingdonshire,E07000011,5,Urbanites,5a,Urban Professionals and Families,5a2,Multi-Ethnic Professionals with Families
E00091656,St Ives South,E05008580,Huntingdonshire,E07000011,7,Constrained City Dwellers,7d,Ageing City Dwellers,7d3,Retired Communal City Dwellers
E00091657,St Ives South,E05008580,Huntingdonshire,E07000011,5,Urbanites,5b,Ageing Urban Living,5b3,Self-Sufficient Retirement
E00091658,St Ives South,E05008580,Huntingdonshire,E07000011,5,Urbanites,5a,Urban Professionals and Families,5a3,Families in Terraces and Flats 
E00091659,St Ives South,E05008580,Huntingdonshire,E07000011,4,Multicultural Metropolitans,4a,Rented Family Living,4a2,Private Renting New Arrivals
E00091660,St Ives South,E05008580,Huntingdonshire,E07000011,5,Urbanites,5b,Ageing Urban Living,5b1,Delayed Retirement
E00091661,St Ives South,E05008580,Huntingdonshire,E07000011,5,Urbanites,5b,Ageing Urban Living,5b3,Self-Sufficient Retirement
E00091662,St Ives South,E05008580,Huntingdonshire,E07000011,8,Hard-Pressed Living,8a,Industrious Communities,8a1,Industrious Transitions
E00091663,St Ives South,E05008580,Huntingdonshire,E07000011,6,Suburbanites,6b,Semi-Detached Suburbia,6b2,White Suburban Communities
E00091664,St Ives South,E05008580,Huntingdonshire,E07000011,6,Suburbanites,6a,Suburban Achievers,6a2,Comfortable Suburbia
E00091665,St Ives South,E05008580,Huntingdonshire,E07000011,8,Hard-Pressed Living,8a,Industrious Communities,8a1,Industrious Transitions
E00091666,St Ives South,E05008580,Huntingdonshire,E07000011,8,Hard-Pressed Living,8d,Migration and Churn,8d3,Hard-Pressed European Settlers
E00091667,St Ives South,E05008580,Huntingdonshire,E07000011,5,Urbanites,5b,Ageing Urban Living,5b3,Self-Sufficient Retirement
E00091668,St Ives South,E05008580,Huntingdonshire,E07000011,6,Suburbanites,6b,Semi-Detached Suburbia,6b4,Older Workers and Retirement
E00091669,St Ives South,E05008580,Huntingdonshire,E07000011,6,Suburbanites,6a,Suburban Achievers,6a4,Ageing in Suburbia
E00091670,St Ives West,E05002779,Huntingdonshire,E07000011,5,Urbanites,5b,Ageing Urban Living,5b3,Self-Sufficient Retirement
E00091671,St Ives West,E05002779,Huntingdonshire,E07000011,8,Hard-Pressed Living,8a,Industrious Communities,8a1,Industrious Transitions
E00091672,St Ives West,E05002779,Huntingdonshire,E07000011,8,Hard-Pressed Living,8c,Hard-Pressed Ageing Workers,8c1,Ageing Industrious Workers
E00091673,St Ives West,E05002779,Huntingdonshire,E07000011,6,Suburbanites,6a,Suburban Achievers,6a2,Comfortable Suburbia
E00091674,St Ives West,E05002779,Huntingdonshire,E07000011,6,Suburbanites,6b,Semi-Detached Suburbia,6b3,Semi-Detached Ageing
E00091675,St Ives West,E05002779,Huntingdonshire,E07000011,6,Suburbanites,6a,Suburban Achievers,6a4,Ageing in Suburbia
E00091676,St Ives West,E05002779,Huntingdonshire,E07000011,6,Suburbanites,6b,Semi-Detached Suburbia,6b2,White Suburban Communities
E00091677,St Ives West,E05002779,Huntingdonshire,E07000011,5,Urbanites,5a,Urban Professionals and Families,5a3,Families in Terraces and Flats 
E00091678,St Ives West,E05002779,Huntingdonshire,E07000011,6,Suburbanites,6b,Semi-Detached Suburbia,6b2,White Suburban Communities
E00091679,St Neots Eaton Ford,E05008581,Huntingdonshire,E07000011,8,Hard-Pressed Living,8a,Industrious Communities,8a1,Industrious Transitions
E00091680,St Neots Eaton Ford,E05008581,Huntingdonshire,E07000011,6,Suburbanites,6a,Suburban Achievers,6a3,Detached Retirement Living
E00091681,St Neots Eaton Ford,E05008581,Huntingdonshire,E07000011,6,Suburbanites,6a,Suburban Achievers,6a2,Comfortable Suburbia
E00091682,St Neots Eaton Ford,E05008581,Huntingdonshire,E07000011,6,Suburbanites,6a,Suburban Achievers,6a3,Detached Retirement Living
E00091683,St Neots Eaton Ford,E05008581,Huntingdonshire,E07000011,6,Suburbanites,6a,Suburban Achievers,6a2,Comfortable Suburbia
E00091684,St Neots Eaton Ford,E05008581,Huntingdonshire,E07000011,6,Suburbanites,6b,Semi-Detached Suburbia,6b2,White Suburban Communities
E00091685,St Neots Eaton Ford,E05008581,Huntingdonshire,E07000011,5,Urbanites,5a,Urban Professionals and Families,5a1,White Professionals
E00091686,St Neots Eaton Ford,E05008581,Huntingdonshire,E07000011,5,Urbanites,5b,Ageing Urban Living,5b3,Self-Sufficient Retirement
E00091687,St Neots Eaton Ford,E05008581,Huntingdonshire,E07000011,6,Suburbanites,6a,Suburban Achievers,6a2,Comfortable Suburbia
E00091688,St Neots Eaton Ford,E05008581,Huntingdonshire,E07000011,6,Suburbanites,6b,Semi-Detached Suburbia,6b2,White Suburban Communities
E00091689,St Neots Eaton Ford,E05008581,Huntingdonshire,E07000011,6,Suburbanites,6a,Suburban Achievers,6a3,Detached Retirement Living
E00091690,St Neots Eaton Ford,E05008581,Huntingdonshire,E07000011,5,Urbanites,5a,Urban Professionals and Families,5a1,White Professionals
E00091691,St Neots Eaton Ford,E05008581,Huntingdonshire,E07000011,5,Urbanites,5b,Ageing Urban Living,5b3,Self-Sufficient Retirement
E00091692,St Neots Eaton Ford,E05008581,Huntingdonshire,E07000011,6,Suburbanites,6b,Semi-Detached Suburbia,6b2,White Suburban Communities
E00091693,St Neots Eaton Ford,E05008581,Huntingdonshire,E07000011,5,Urbanites,5a,Urban Professionals and Families,5a1,White Professionals
E00091694,St Neots Eaton Ford,E05008581,Huntingdonshire,E07000011,5,Urbanites,5b,Ageing Urban Living,5b3,Self-Sufficient Retirement
E00091695,St Neots Eaton Ford,E05008581,Huntingdonshire,E07000011,5,Urbanites,5a,Urban Professionals and Families,5a3,Families in Terraces and Flats 
E00091696,St Neots Eaton Ford,E05008581,Huntingdonshire,E07000011,6,Suburbanites,6b,Semi-Detached Suburbia,6b2,White Suburban Communities
E00091697,St Neots Eaton Ford,E05008581,Huntingdonshire,E07000011,5,Urbanites,5b,Ageing Urban Living,5b2,Communal Retirement
E00091698,St Neots Eaton Ford,E05008581,Huntingdonshire,E07000011,6,Suburbanites,6b,Semi-Detached Suburbia,6b2,White Suburban Communities
E00091699,St Neots Eaton Ford,E05008581,Huntingdonshire,E07000011,5,Urbanites,5a,Urban Professionals and Families,5a3,Families in Terraces and Flats 
E00091700,St Neots Eaton Ford,E05008581,Huntingdonshire,E07000011,5,Urbanites,5b,Ageing Urban Living,5b1,Delayed Retirement
E00091701,St Neots Eaton Socon,E05002781,Huntingdonshire,E07000011,6,Suburbanites,6b,Semi-Detached Suburbia,6b4,Older Workers and Retirement
E00091702,St Neots Eaton Socon,E05002781,Huntingdonshire,E07000011,6,Suburbanites,6b,Semi-Detached Suburbia,6b1,Multi-Ethnic Suburbia
E00091703,St Neots Eaton Socon,E05002781,Huntingdonshire,E07000011,8,Hard-Pressed Living,8d,Migration and Churn,8d3,Hard-Pressed European Settlers
E00091704,St Neots Eaton Socon,E05002781,Huntingdonshire,E07000011,8,Hard-Pressed Living,8c,Hard-Pressed Ageing Workers,8c3,Renting Hard-Pressed Workers
E00091705,St Neots Eaton Socon,E05002781,Huntingdonshire,E07000011,5,Urbanites,5a,Urban Professionals and Families,5a1,White Professionals
E00091706,St Neots Eaton Socon,E05002781,Huntingdonshire,E07000011,5,Urbanites,5b,Ageing Urban Living,5b2,Communal Retirement
E00091707,St Neots Eaton Socon,E05002781,Huntingdonshire,E07000011,5,Urbanites,5a,Urban Professionals and Families,5a1,White Professionals
E00091708,St Neots Eaton Socon,E05002781,Huntingdonshire,E07000011,8,Hard-Pressed Living,8a,Industrious Communities,8a1,Industrious Transitions
E00091709,St Neots Eaton Socon,E05002781,Huntingdonshire,E07000011,6,Suburbanites,6b,Semi-Detached Suburbia,6b2,White Suburban Communities
E00091710,St Neots Eaton Socon,E05002781,Huntingdonshire,E07000011,5,Urbanites,5a,Urban Professionals and Families,5a1,White Professionals
E00091711,St Neots Eaton Socon,E05002781,Huntingdonshire,E07000011,8,Hard-Pressed Living,8c,Hard-Pressed Ageing Workers,8c1,Ageing Industrious Workers
E00091712,St Neots Eaton Socon,E05002781,Huntingdonshire,E07000011,7,Constrained City Dwellers,7a,Challenged Diversity,7a1,Transitional Eastern European Neighbourhoods
E00091713,St Neots Eaton Socon,E05002781,Huntingdonshire,E07000011,8,Hard-Pressed Living,8d,Migration and Churn,8d3,Hard-Pressed European Settlers
E00091714,St Neots Eaton Socon,E05002781,Huntingdonshire,E07000011,7,Constrained City Dwellers,7a,Challenged Diversity,7a3,Multi-Ethnic Hardship
E00091715,St Neots Eaton Socon,E05002781,Huntingdonshire,E07000011,8,Hard-Pressed Living,8d,Migration and Churn,8d3,Hard-Pressed European Settlers
E00091716,St Neots Eaton Socon,E05002781,Huntingdonshire,E07000011,1,Rural Residents,1c,Ageing Rural Dwellers,1c2,Renting Rural Retirement
E00091717,St Neots Eaton Socon,E05002781,Huntingdonshire,E07000011,8,Hard-Pressed Living,8d,Migration and Churn,8d3,Hard-Pressed European Settlers
E00091718,St Neots Eaton Socon,E05002781,Huntingdonshire,E07000011,6,Suburbanites,6b,Semi-Detached Suburbia,6b3,Semi-Detached Ageing
E00091720,St Neots Eynesbury,E05008533,Huntingdonshire,E07000011,5,Urbanites,5a,Urban Professionals and Families,5a3,Families in Terraces and Flats 
E00091721,St Neots Eynesbury,E05008533,Huntingdonshire,E07000011,5,Urbanites,5a,Urban Professionals and Families,5a1,White Professionals
E00091722,St Neots Eynesbury,E05008533,Huntingdonshire,E07000011,7,Constrained City Dwellers,7a,Challenged Diversity,7a3,Multi-Ethnic Hardship
E00091723,St Neots Eynesbury,E05008533,Huntingdonshire,E07000011,8,Hard-Pressed Living,8d,Migration and Churn,8d2,Hard-Pressed Ethnic Mix
E00091724,St Neots Eynesbury,E05008533,Huntingdonshire,E07000011,5,Urbanites,5a,Urban Professionals and Families,5a1,White Professionals
E00091725,St Neots Eynesbury,E05008533,Huntingdonshire,E07000011,8,Hard-Pressed Living,8d,Migration and Churn,8d3,Hard-Pressed European Settlers
E00091726,St Neots Eynesbury,E05008533,Huntingdonshire,E07000011,8,Hard-Pressed Living,8d,Migration and Churn,8d2,Hard-Pressed Ethnic Mix
E00091727,St Neots Eynesbury,E05008533,Huntingdonshire,E07000011,6,Suburbanites,6b,Semi-Detached Suburbia,6b4,Older Workers and Retirement
E00091728,St Neots Eynesbury,E05008533,Huntingdonshire,E07000011,8,Hard-Pressed Living,8c,Hard-Pressed Ageing Workers,8c1,Ageing Industrious Workers
E00091729,St Neots Eynesbury,E05008533,Huntingdonshire,E07000011,5,Urbanites,5b,Ageing Urban Living,5b3,Self-Sufficient Retirement
E00091730,St Neots Eynesbury,E05008533,Huntingdonshire,E07000011,8,Hard-Pressed Living,8b,Challenged Terraced Workers,8b1,Deprived Blue-Collar Terraces
E00091731,St Neots Eynesbury,E05008533,Huntingdonshire,E07000011,5,Urbanites,5a,Urban Professionals and Families,5a1,White Professionals
E00091732,St Neots Eynesbury,E05008533,Huntingdonshire,E07000011,6,Suburbanites,6b,Semi-Detached Suburbia,6b2,White Suburban Communities
E00091733,St Neots Eynesbury,E05008533,Huntingdonshire,E07000011,8,Hard-Pressed Living,8a,Industrious Communities,8a1,Industrious Transitions
E00091734,St Neots Eynesbury,E05008533,Huntingdonshire,E07000011,8,Hard-Pressed Living,8a,Industrious Communities,8a1,Industrious Transitions
E00091735,St Neots Eynesbury,E05008533,Huntingdonshire,E07000011,8,Hard-Pressed Living,8a,Industrious Communities,8a1,Industrious Transitions
E00091736,St Neots Eynesbury,E05008533,Huntingdonshire,E07000011,8,Hard-Pressed Living,8b,Challenged Terraced Workers,8b1,Deprived Blue-Collar Terraces
E00091737,St Neots Eynesbury,E05008533,Huntingdonshire,E07000011,8,Hard-Pressed Living,8a,Industrious Communities,8a2,Industrious Hardship
E00091738,St Neots Eynesbury,E05008533,Huntingdonshire,E07000011,7,Constrained City Dwellers,7a,Challenged Diversity,7a1,Transitional Eastern European Neighbourhoods
E00091739,St Neots Eynesbury,E05008533,Huntingdonshire,E07000011,5,Urbanites,5b,Ageing Urban Living,5b3,Self-Sufficient Retirement
E00091740,St Neots Eynesbury,E05008533,Huntingdonshire,E07000011,5,Urbanites,5b,Ageing Urban Living,5b2,Communal Retirement
